EN,NL,type,misc
public debt,staatsschuld {de},noun,
public funds {pl},gemeenschapsgeld {het},noun,
publicity,reclame {de},noun,
public limited company <PLC> [Br.],naamloze vennootschap {de} <NV>,noun,
publicly,in het openbaar,adv,
publicly,openbaar,adv,
publicly owned forest,staatsbos {het},noun,[for.] 
publicly traded company,beursonderneming {de},noun,[stocks] [econ.] 
public,openbaar,adj,
public,publiek,adj,
public,publiek {het},noun,
public spending,overheidsuitgaven {mv},noun,[admin.] [pol.] 
public support,maatschappelijk draagvlak {het},noun,
public transportation,openbaar vervoer {het},noun,
public transport,openbaar vervoer {het},noun,
public works,gemeentebedrijven {mv},noun,
publishable,publiceerbaar,adj,[publ.] 
published,gepubliceerd,adj past-p,
publisher,uitgeverij {de},noun,
publishing house,uitgeverij {de},noun,
pub,pub {de},noun,
pub [esp. Br.],kroeg {de},noun,
pudding-face [pej.],blotebillengezicht {het} [pej.],noun,
pudding-head [pej.],oelewapper {de} [pej.],noun,
pudding,pudding {de},noun,[gastr.] 
puddle,plas {de},noun,
Puerto Rico <.pr>,Puerto Rico {het},noun,[geogr.] 
puffin,papegaaiduiker {de} [Fratercula arctica],noun,[orn.] [T] 
Pulitzer Prize winner,winnaar {de} van de Pulitzerprijs,noun,[journ.] [lit.] [mus.] 
Pulitzer Prize winner [female],winnares {de} van de Pulitzerprijs,noun,[journ.] [lit.] [mus.] 
pullover,trui {de},noun,[cloth.] 
pull shut,dichttrekken [sluiten door trekken],verb,
pulmonary cancer,longkanker {de},noun,[med.] 
pulmonary carcinoma,longcarcinoom {het},noun,[med.] 
pulmonary disease,longziekte {de},noun,[med.] 
pulmonary edema [Am.],longoedeem {het},noun,[med.] 
pulmonary haemorrhage <PH> [Br.],longbloeding {de},noun,[med.] 
pulmonary hemorrhage <PH> [Am.],longbloeding {de},noun,[med.] 
pulmonary oedema [Br.],longoedeem {het},noun,[med.] 
pulmonary pleurae {pl},pleura {de},noun,[anat.] 
pulmonary,pulmonaal,adj,[med.] 
pulmonary specialist,longspecialist {de},noun,[med.] [jobs] 
pulmonary tuberculosis,longtuberculose {de},noun,[med.] 
pulmonic,pulmonaal,adj,[ling.] 
pulmonologist,longarts {de},noun,[med.] [jobs] 
pulmonologist,longspecialist {de},noun,[med.] [jobs] 
pulp,brij {de},noun,
pulpit,kansel {de},noun,[relig.] 
pulpit,preekstoel {de},noun,[relig.] 
pulpits,kansels {mv},noun,[relig.] 
pulsar,pulsar {de},noun,[astron.] 
pulsars,pulsars {mv},noun,[astron.] 
pulsating,pulserend,adj,
pulvinate dry rock moss,gewoon muisjesmos {het} [Grimmia pulvinata],noun,[bot.] [T] 
puma,poema {de},noun,[zool.] [T] 
pumice,puimsteen {de},noun,
pump hose,pompslang {de},noun,
pumpkin bread,pompoenbrood {het},noun,[gastr.] 
pumpkin juice,pompoensap {de} {het},noun,[gastr.] 
pumpkin patch,pompoenveld {het},noun,[agr.] 
pumpkin,pompoen {de},noun,[bot.] [T] 
pumpkin seed bread,pompoenpitbrood {het},noun,[gastr.] 
pumpkin seed oil,pompoenpitolie {de},noun,[gastr.] 
pumpkin seed,pompoenpit {de},noun,[bot.] [gastr.] 
pumpkin seeds,pompoenpitten {mv},noun,[bot.] 
pumpkin soup,pompoensoep {de},noun,[gastr.] 
pumpkins,pompoenen {mv},noun,[bot.] [T] 
pump,pomp {de},noun,
pumps,pumps {mv},noun,[cloth.] 
pump tube,pompslang {de},noun,
punched [holed],geperforeerd,adj past-p,
punch,vuistslag {de},noun,
punctuality,punctualiteit {de},noun,
punctually,stipt,adv,
punctual,stipt,adj,
punctuation mark,leesteken {het},noun,[ling.] 
punctuation marks,leestekens {mv},noun,[ling.] 
punctuation,punctuatie {de},noun,[ling.] 
puncture,bandenpech {de},noun,[bike] [automot.] 
punctured,lek,adj,
punishable,strafbaar,adj,
punishment,bestraffing {de},noun,
punishment,straf {de},noun,
punk scene,punkscene {de},noun,
punt,punter {de},noun,
pun,woordspeling {de},noun,
puny,miezerig,adj,
pupation,verpopping {de},noun,[entom.] 
pupil,leerling {de},noun,
pupil,scholier {de},noun,
pupils,leerlingen {mv},noun,
pupil [female],leerlinge {de},noun,
puppet government [pej.],marionettenregering {de} [pej.],noun,[pol.] 
puppy,puppy {de} {het},noun,[zool.] 
puppy,pup {de},noun,[zool.] 
purchase,aankoop {de},noun,
purchase,aanschaf {de},noun,
purchase,aanwinst {de},noun,
purchase,afname {de} [koop],noun,
purchased,gekocht,adj past-p,
purchase,koop {de},noun,
purchase price,koopprijs {de},noun,
purchaser,koper {de},noun,
purchasing power,koopkracht {de},noun,
puree,brij {de},noun,[gastr.] 
puree,puree {de},noun,[gastr.] 
purely,puur,adv,
pure,puur,adj,
pure,rein,adj,
pure,zuiver,adj,
purification plant,zuiveringsinstallatie {de},noun,[tech.] 
purism,purisme {het},noun,
Puritanism,puritanisme {het},noun,[hist.] [relig.] 
purity,reinheid {de},noun,
purity,zuiverheid {de},noun,
purlin,gording {de},noun,[constr.] 
purple cochoa,purpercochoa {de} [Cochoa purpurea],noun,[orn.] [T] 
purple dead-nettle,paarse dovenetel {de} [Lamium purpureum],noun,[bot.] [T] 
purple emperor,grote weerschijnvlinder {de} [Apatura iris],noun,[entom.] [T] 
purple hairstreak,"eikenpage {de} [Favonius quercus, Quercusia quercus, Neozephyrus quercus]",noun,[entom.] [T] 
purple heron,purperreiger {de} [Ardea purpurea],noun,[orn.] [T] 
purple,lila,adj,
purple martin,purperzwaluw {de} [Progne subis],noun,[T] [orn.] 
purple,paars,adj,
purple,purper,adj,
purple sandpiper,paarse strandloper {de} [Calidris maritima],noun,[orn.] [T] 
purple wood pigeon,bleekkapduif {de} [Columba punicea],noun,[T] [orn.] 
purplish jacamar,purperglansvogel {de} [Galbula chalcothorax],noun,[T] [orn.] 
purplish,paarsachtig,adj,
purpose,bedoeling {de},noun,
purpose,doeleinde {het},noun,
purpose,doelwit {het},noun,
purpose,doel {het},noun,
purpose,intentie {de},noun,
purposes,bedoelingen {mv},noun,
purposes,doelen {mv},noun,
purse,beurs {de} [geldbuidel],noun,
purse [Br.],geldbeugel {de} [BN],noun,
purse [Br.],portefeuille {de},noun,
purse [Br.],portemonnee {de},noun,
pursuit,streven {het},noun,
puss moth,hermelijnvlinder {de} [Cerura vinula],noun,[entom.] [T] 
pussy (cat) [coll.],poes {de},noun,[zool.] 
pussycat [coll.],poes {de},noun,[zool.] 
pussy [vulg.],kutje {het} [vulg.],noun,[anat.] 
Putinism,poetinisme {het},noun,[pol.] 
putrid,rot,adj,
puzzle game,denkspel {het},noun,[games] 
puzzle,puzzel {de},noun,
puzzle,raadsel {het},noun,
puzzle [mystery],mysterie {het},noun,
pyelitis,nierbekkenontsteking {de},noun,[med.] 
pyelonephritis,nierbekkenontsteking {de},noun,[med.] 
pygmy anteater,dwergmiereneter {de} [Cyclopes didactylus],noun,[zool.] [T] 
pygmy beaked whale,humboldtspitssnuitdolfijn {de} [Mesoplodon peruvianus],noun,[zool.] [T] 
pygmy damselfly,dwergjuffer {de} [Nehalennia speciosa],noun,[entom.] [T] 
pygmy killer whale,dwerggriend {de} [Feresa attenuata],noun,[zool.] [T] 
pygmy marmoset,"dwergzijdeaapje {het} [Cebuella pygmaea, syn.: Callithrix pygmaea]",noun,[zool.] [T] 
pygmy mouse lemur,kleine dwergmuismaki {de} [Microcebus myoxinus],noun,[zool.] [T] 
pygmy,pygmee {de},noun,
pygmy right whale,dwergwalvis {de} [Caperea marginata],noun,[T] [zool.] 
pygmy sperm whale,dwergpotvis {de} [Kogia breviceps],noun,[zool.] [T] 
pygmy tarsier,dwergspookdier {het} [Tarsius pumilus],noun,[zool.] [T] 
"pygmy [dwarf, also fig.]",dwerg {de},noun,
pyjamas [esp. Br.],pyjama {de},noun,[cloth.] 
Pyongyang,Pyongyang {het},noun,[geogr.] 
pyralid moths,lichtmotten {mv} [familie Pyralidae],noun,[entom.] [T] 
pyralid moths,snuitmotten {mv} [familie Pyralidae],noun,[entom.] [T] 
pyralids,lichtmotten {mv} [familie Pyralidae],noun,[entom.] [T] 
pyralids,snuitmotten {mv} [familie Pyralidae],noun,[entom.] [T] 
pyramid,piramide {de},noun,
Pyramids of Giza [also: pyramids of Giza],Piramiden {mv} van Gizeh,noun,[archaeo.] [UWH] 
Pyrenean desman,Pyrenese desman {de} [Galemys pyrenaicus],noun,[zool.] [T] 
Pyrenees,Pyreneeën {mv},noun,[geogr.] 
pyridine,pyridine {de} [C5H5N],noun,[chem.] 
pyrite,zwavelkies {het},noun,[geol.] [mining] [mineral.] 
pyrokinesis,pyrokinese {de},noun,
pyromania,pyromanie {de},noun,[psych.] 
pâté,paté {de},noun,
Père David's tit,Pater Davids mees {de} [Poecile davidi; syn.: Parus davidi],noun,[T] [orn.] 
Qaidam Basin,Tsaidambekken {het},noun,[geogr.] 
Qatar,Qatar {het},noun,[geogr.] 
Qin Dynasty,Qin-dynastie {de},noun,[hist.] 
Qingdao,Qingdao {het},noun,[geogr.] 
Qing Dynasty,Qing-dynastie {de},noun,[hist.] 
quacksalver [obs.],kwakzalver {de},noun,
"quack [quack doctor, charlatan]",kwakzalver {de},noun,
quadratic mean,kwadratisch gemiddelde {het},noun,[math.] 
quadrilateral,vierzijdig,adj,[math.] 
quaint [odd],raar,adj,
quaint [odd],vreemd,adj,
quake zone [coll.] [earthquake zone],aardbevingsgebied {het},noun,[geol.] 
quake [coll.] [earthquake],beving {de} [aardbeving],noun,
qualification,bevoegdheid {de},noun,
qualification,kwalificatie {de},noun,
qualified,gekwalificeerd,adj past-p,
qualifying group,kwalificatiegroep {de},noun,[sports] 
qualifying round,kwalificatieronde {de},noun,[sports] 
qualitative,kwalitatief,adj,
quality-conscious,kwaliteitsbewust,adj,
quality aspect,kwaliteitsaspect {het},noun,
quality development,kwaliteitsontwikkeling {de},noun,[QM] [educ.] 
quality,eigenschap {de},noun,
quality,hoedanigheid {de},noun,
quality journalism,kwaliteitsjournalistiek {de},noun,[journ.] 
quality,kwaliteit {de},noun,
quality level,kwaliteitsniveau {het},noun,[QM] 
quality management <QM>,kwaliteitsmanagement {het} <KM>,noun,[QM] 
quality problem,kwaliteitsprobleem {het},noun,[QM] 
quality product,kwaliteitsproduct {het},noun,[QM] 
quantifiable,kwantificeerbaar,adj,
quantitative,kwantitatief,adj,
quantities,hoeveelheden {mv},noun,
quantity <Qty. / QTY / qty. / QTY.>,aantal {het},noun,
quantity,hoeveelheid {de},noun,
quantity,kwantiteit {de},noun,
quantum chemistry,kwantumchemie {de},noun,[chem.] [phys.] [acad.] 
quantum entanglement,kwantumverstrengeling {de},noun,[phys.] 
quantum foam,kwantumschuim {het},noun,[astron.] [phys.] 
quantum gravity <QG>,kwantumgravitatie {de},noun,[phys.] 
quantum mechanics {pl} [treated as singular],kwantummechanica {de},noun,[phys.] 
quantum physics [treated as sg.],kwantumfysica {de},noun,[phys.] [acad.] 
Quanzhou,Quanzhou {het},noun,[geogr.] 
quarantine,quarantaine {de},noun,
quark,quark {de},noun,[phys.] 
quarks,quarks {mv},noun,[phys.] 
quark star,quarkster {de},noun,[astron.] 
quarrel,ruzie {de},noun,
quarrying,ontginning {de},noun,
quarter final,kwartfinale {de},noun,[sports] 
quarterfinal,kwartfinale {de},noun,[sports] 
quarter hour,kwartier {het},noun,
quarter,kwartier {het},noun,
quarter,kwart {het},noun,
quarterly,kwartaalschrift {het},noun,[publ.] 
quarter [of a year],kwartaal {het},noun,
quartz,kwarts {het},noun,[mineral.] 
quay,kade {de},noun,
quay,wal {de},noun,[naut.] 
queen bee,bijenkoningin {de},noun,[entom.] 
Queen Elizabeth Islands,Koningin Elizabetheilanden {mv},noun,[geogr.] 
queen,koningin {de},noun,
Queensland shark,sierlijke haai {de} [Carcharhinus amblyrhynchoides],noun,[fish] [T] 
queen [chess / card game],dame {de} [schaken / kaartspel],noun,[games] 
queer [dated] [strange],eigenaardig,adj,
queer [odd],raar,adj,
queer [odd],vreemd,adj,
questionable,bedenkelijk,adj,
questionably,bedenkelijk,adv,
questioning,ondervraging {de},noun,
question,kwestie {de},noun,
question mark <?>,vraagteken {het} <?>,noun,[print] 
question master [Br.],quizmaster {de},noun,
questionnaire,enquêteformulier {het},noun,
questionnaire,vragenlijst {de},noun,
question of guilt,schuldvraag {de},noun,
questions,vragen {mv},noun,
question,vraagstuk {het},noun,
question,vraag {de},noun,
quest,queeste {de},noun,
quest,zoektocht {de},noun,
queue,rij {de},noun,
queue [Br.],wachtrij {de},noun,
quibbler,criticaster {de},noun,
quick-setting,snelverhardend,adj,
quick-tempered,driftig,adj,
quick,gauw,adj,
quick,kort,adj,
quickly,gauw,adv,
quickly,ras,adv,
quickly,vlug,adv,
quick,ras,adj,
quicksand,drijfzand {het},noun,
quick,spoedig,adj adv,
quick test,sneltest {de},noun,
quick trip,korte trip {de},noun,
quick,vlug,adj adv,
quick wash,kattenwasje {het},noun,
quiet as a mouse,muisstil,adj,
quiet,bedaard,adj,
quiet,kalm,adj,
quietly,rustig,adv,
quietly,zachtjes,adv,
quiet,rustig,adj,
quiet,rust {de},noun,
quiet [silent],stil,adj,
quills {pl} [Am.],panfluit {de},noun,[mus.] 
quindecagon,vijftienhoek {de},noun,[math.] 
quite,nogal,adv,
quite,redelijk,adv,
quite,tamelijk,adv,
quite,vrij,adv,
Quito,Quito {het},noun,[geogr.] 
quiz game,quizspel {het},noun,[games] 
quizmaster,quizmaster {de},noun,
quiz,quiz {de},noun,
quota,quotum {het},noun,
quotation mark,aanhalingsteken {het},noun,[ling.] 
quotation marks,aanhalingstekens {mv},noun,[ling.] 
quotation [citation],citaat {het},noun,
"quotation [offer, bid]",offerte {de},noun,
quote,citaat {het},noun,
Qur'anic school,Koranschool {de},noun,[educ.] [relig.] 
QWERTY keyboard,QWERTY-toetsenbord {het},noun,[comp.] 
Rabat,Rabat {het},noun,[geogr.] 
rabbi,rabbijn {de},noun,[relig.] 
rabbit,konijn {het},noun,[zool.] [T] 
rabbits,konijnen {mv},noun,[zool.] [T] 
rabble,schorriemorrie {het},noun,
raccoon,wasbeer {de},noun,[zool.] [T] 
race car track [Am.],autoracebaan {de},noun,[automot.] [sports] 
racecourse,paardenrenbaan {de},noun,
race driver,autocoureur {de},noun,[sports] [jobs] 
racehorse,racepaard {het},noun,
racehorse,renpaard {het},noun,
racehorses,racepaarden {mv},noun,
racehorses,renpaarden {mv},noun,
racemate,racemaat {het},noun,[chem.] 
racemic mixture,racemisch mengsel {het},noun,[chem.] 
racemic,racemisch,adj,[chem.] 
race,race {de},noun,
races,races {mv},noun,
race [ethnic group],ras {het},noun,
racial conflict,rassenconflict {het},noun,[pol.] [sociol.] 
racial discrimination,rassendiscriminatie {de},noun,[pol.] [sociol.] 
racial hate,rassenhaat {de},noun,[pol.] [sociol.] 
racial hatred,rassenhaat {de},noun,[pol.] [sociol.] 
racism,racisme {het},noun,[pol.] [sociol.] 
racket,racket {het},noun,[sports] 
rackets,rackets {mv},noun,[sports] 
rack,rek {het},noun,
racquet,racket {het},noun,[sports] 
radar image,radarbeeld {het},noun,
radar picture,radarbeeld {het},noun,[tech.] 
radar reflector,radarreflector {de},noun,
radar screen,radarscherm {het},noun,
radar signal,radarsignaal {het},noun,[tech.] [telecom.] 
radar system,radarsysteem {het},noun,[tech.] 
radar unit,radarinstallatie {de},noun,
Radboud University,Radboud Universiteit {de} <RU>,noun,[educ.] 
radiance,uitstraling {de},noun,
radiant,stralend,adj,
radiation pressure,stralingsdruk {de},noun,[astron.] [phys.] 
radiation,straling {de},noun,
radiator,chauffage {de} [BN],noun,
radiator,radiateur {de},noun,
radiator,radiator {de},noun,
radiators,radiateurs {mv},noun,
radical feminism,radicaal feminisme {het},noun,[pol.] [sociol.] 
radical left-wing,links-radicaal,adj,[pol.] 
radical,radicaal,adj,
radical right-wing,rechts-radicaal,adj,[pol.] 
radioactive,radioactief,adj,[phys.] 
radioactive waste,atoomafval {het},noun,[ecol.] [nucl.] 
radioactivity,radioactiviteit {de},noun,
radio amateur,radioamateur {de},noun,
radio astronomy,radioastronomie {de},noun,[astron.] [acad.] 
radio beacon,radiobaken {het},noun,
radiobiology,radiobiologie {de},noun,[biol.] [acad.] 
radiocarbon dating,C14-datering {de},noun,
radio debate,radiodebat {het},noun,[RadioTV] 
radio drama,hoorspel {het},noun,[RadioTV] 
radio frequency <RF>,radiofrequentie {de} <RF>,noun,[RadioTV] [spec.] 
radiologist,radioloog {de},noun,[med.] [jobs] 
radiologists,radiologen {mv},noun,[med.] [jobs] 
radiology,radiologie {de},noun,
radiolysis,radiolyse {de},noun,[chem.] 
radio orchestra,radio-orkest {het},noun,[mus.] 
radio play,hoorspel {het},noun,[RadioTV] 
radio programme [Br.],radioprogramma {het},noun,[RadioTV] 
radio program [Am.],radioprogramma {het},noun,[RadioTV] 
radio,radio {de},noun,
radio reporter,radioreporter {de},noun,[RadioTV] [jobs] 
radios,radio's {mv},noun,
radio station,radiostation {het},noun,
radio stations,radiostations {mv},noun,
radiotherapist,bestralingstherapeut {de},noun,[med.] 
radio wave,radiogolf {de},noun,
radishes,radijzen {mv},noun,[bot.] [T] 
radish,radijs {de},noun,[bot.] [gastr.] [T] 
radium <Ra>,radium {het} <Ra>,noun,[chem.] 
radium atom,radiumatoom {het},noun,[chem.] 
radius,straal {de} [van een cirkel],noun,
radon <Rn>,radon {het} <Rn>,noun,[chem.] 
radon atom,radonatoom {het},noun,[chem.] 
raffinose,raffinose {de} [C18H32O16],noun,[biochem.] 
rafter,dakspant {het},noun,[constr.] 
rafter,spant {het},noun,[constr.] 
