RU,EN,type,misc
отмирать [несов.] [о тканях тела],to mortify [tissue],verb,
отмывание {с} денег [перен.],money laundering [fig.],noun,
относительно,relatively,adv,
относительно [+gen.],concerning,prep,
относительно [+gen.],regarding,prep,
относительно [+gen.],with regard to,prep,
относительно [+gen.] [по отношению к чему-л.],in relation to,prep,
относительное местоимение {с},relative pronoun,noun,
относиться к [+dat.] [касаться] [несов.],"to relate to [subject, thing]",verb,
относиться к [+dat.] [несов.],to belong to,verb,
относиться с недоверием к кому-л. [несов.],to distrust sb.,verb,
относиться с подозрением к кому-л./чему-л.,to be wary of sb./sth.,verb,
относиться с пониманием к кому-л. [несов.],to sympathize with sb.,verb,
относиться с уважением / почтением к кому-л.,to look up to sb.,verb,
относящийся к делу,relevant,adj,
относящийся к лягушкам или жабам,anuran,adj,[zool.] 
отношение {с} (к кому-л./чему-л.),attitude (towards/to),noun,
отношение {с},respect [relation],noun,
"отношение {с} [связь, зависимость]",relationship,noun,
отношения {мн},relationships,noun,
отображать [несов.],to mirror,verb,
отогнутый,deflected,adj past-p,
отождествить [сов.],to identify,verb,
отождествлять [несов.],to identify,verb,
отойти [сов.] [отступить],to give way,verb,
отопление {с},heating,noun,
оторопелый [разг.],puzzled,adj past-p,
оторопеть [сов.],to be baffled,verb,
отоскопия {ж},otoscopy,noun,[audio] [MedTech.] 
"отослать [письмо, посылку и т.п.] [сов.]","to send (off) [dispatch, post]",verb,
отпечаток {м} пальца [руки],fingerprint,noun,
отпечатывать [несов.],to imprint,verb,
отпиздили до неузноваемости [груб.] [неценз.],fucked up beyond all recognition [vulg.],,[offensive] 
отправление {с},departure,noun,
отправлять [посылать] [несов.],to dispatch [send],verb,
отправлять [посылать] [несов.],to transmit,verb,
отправляться [несов.],to depart,verb,
отправляться в путешествие,to set off on a journey,verb,
"отпуск {м}, проведённый дома",staycation [coll.],noun,[neol.] 
отпуск {м} [период официального невыхода на работу],holiday [Br.],noun,
отпуск {м} [период официального невыхода на работу],vacation [Am.],noun,
отрава {ж},poison,noun,
отрада {ж} [устр.],consolation,noun,
отрадный,gratifying,adj,
"отражать [несов.] [свет, звук, тепло; воспроизводить]",to reflect,verb,
отражать [отображать] [несов.],to mirror,verb,
отражение {с},reflection,noun,[phys.] 
отрасль {ж},"branch [of research, industry]",noun,
отрасль {ж} [промышленности],industry [type of trade],noun,[econ.] 
отредактировать [сов.],to edit,verb,
отрекаться от престола [несов.],to abdicate [of a monarch],verb,
отремонтировать [сов.],"to renovate [building, machine]",verb,
отреставрировать [сов.],"to restore [building, painting]",verb,
отрицание {с},negation,noun,
отрицательный,negative,adj,
отрицать [несов.],to deny,verb,
отросток {м},sucker,noun,[bot.] [hort.] 
отрывать [отвлекать] [несов.],to divert [take attention away ],verb,
"отрывать [отделять рывком, тж. перен.] [несов.]",to tear away,verb,
отрывать [откапывать] [несов.],to disinter,verb,
отрывать [откапывать] [несов.],to unearth [disinter],verb,
отрывать [от чего-л.; мешать] [несов.],to interrupt [divert],verb,
отрывать [разлучать] [несов.],to separate [split up - people],verb,
отрывать от [+gen.] [отвлекать] [несов.],to disturb [divert],verb,
"отрывать от [+gen.] [отнимать, отстранять] [несов.]",to tear from,verb,
отрываться [о лидере] [несов.],to pull away [move ahead],verb,
отрывок {м},excerpt,noun,
отрывочный,patchy [incomplete],adj,
отрыгивать [несов.],to burp [coll.],verb,
отрыто изложенный,disclosed,adj past-p,
отрыть [выкопать] [сов.],to excavate,verb,
отрыть [сов.],to disinter [excavate],verb,
отрыть [тж. перен.] [сов.],to dig out [also fig.],verb,
отрыть [тж. перен.] [сов.],to unearth [also fig.],verb,
отряд {м},troop,noun,[mil.] 
отсекать что-л. [несов.],to sever sth. [cut off],verb,
"отскакивать [напр., о мяче] [несов.]",to bounce,verb,
отслеживание {с},monitoring,noun,
от случая к случаю,ad hoc,adv,
от случая к случаю,on a case-by-case basis,adv,
от собственного имени,on one's own behalf,,
отсроченный,suspended [delayed],adj past-p,
отсрочивать [откладывать] [несов.],to postpone,verb,
отсрочка {ж},postponement,noun,
отставка {ж},resignation [resigning of office],noun,
отстаивать свои права [несов.],to assert oneself,verb,
отсталость {ж},backwardness,noun,
отступать [несов.],to give way,verb,
"отступаться [несов.] [от своих прав, требований и т.п.]",to back down,verb,
"отступаться [от веры, принципов и т. п.]",to apostatise [Br.],noun,
"отступаться [от веры, принципов и т. п.]",to apostatize,verb,
отступить [сов.],to give way,verb,
отступление {с},retreat,noun,[mil.] 
"отступление {с} [отклонение, напр., от темы]",digression,noun,
отсутствие {с} [человека],absence,noun,
отсутствовать [несов.],to be absent,verb,
"отсылать [письмо, посылку и т.п.] [несов.]","to send (off) [dispatch, post]",verb,
отсылать к [+dat.] [несов.],"to refer to [pass on, direct]",verb,
отсылать кого-л. к кому-л. [несов.],to refer sb. to sb.,verb,
отсыпа́ться [спать] [несов.],to sleep in [lie late],verb,
отталкивание {с},repulsion,noun,[phys.] 
отталкивать [несов.],to push away,verb,
отталкивать [несов.],to repel,verb,
отталкивающий [тж. перен.],repulsive [also fig.],adj,
оттепель {ж} [тж. перен.],thaw [also fig.],noun,
отторжение {с},rejection,noun,[med.] 
отхаркивающее средство {с},(cough) expectorant,noun,[pharm.] 
отходить [несов.] [отступать],to give way,verb,
отцовство {с},fatherhood,noun,
отчаяние {с},despair,noun,
отчаянно,desperately,adv,
отчаянный,desperate,adj,
отчаянный,frantic,adj,
отчество {с},patronymic [name],noun,
отчизна {ж} [возв.],fatherland,noun,
отчим {м},stepfather,noun,
отчитывать [разг.] [несов.] [бранить],to lecture,verb,
отчёт {м} [доклад],report [account],noun,
